,id,name,GPA
0,2930440636,6d4eda1c87047229fc84ac44baf17a,2.1061329608442785
1,5038609927,e9cd69afbc93f85da3638b2c39e619,2.09374150567023
2,563104998,85ef8576b1ecf7acdf6e9a6a849906,3.8765814262901217
3,9940176614,d636db80b364cbd8b1dd98650aa0bd,2.9691849061307676
4,83046939,e29b7e36619f6f26586ab68fbb62bd,2.7852723898428335
5,1695433222,06b74fa59d2373e0484bd0f00a4b57,2.819819581336636
6,3661089637,601ae9a5ae71dbcf8aae59dad6b0b7,3.6678657296940465
7,4526457670,32e4604701f68b7ce3c593e26e747f,3.2766774902122418
8,5378607583,32e70478293d73e780688e98b5b537,3.1203178013037016
9,5610669796,44d9451306768ae11cd85f395e2b80,4.71393175345669
10,861037327,36c206435dcb8ed067d2086180433a,4.052089272584535
11,8023253787,3a97ea6fa8d2583ba5553a224c1777,1.5413380221942299
12,3387574923,2a302b48e4681492e8fe7d27fa2320,4.192974978503257
13,8802578474,a490908aa459c7e38b3109756fd852,2.5546513940583466
14,645113862,a1fd9247741b291e6d6f312879810a,5.452202110546468
15,6769157392,fb6c6feada52e23a0aea634ea0fa62,0.02966335532373865
16,9003487907,025ba98741364e294728ba8187afa2,2.662973390696004
17,2998060488,9ace813196441a80579214f7e69f0f,3.5587470053504675
18,2879086608,ffc8cea5be97d4e680013ac56709ba,2.6594145348787506
19,2586901750,760f3c86c94a263e1f8737e21b74eb,1.660391361670411
20,5876339867,7cb7d5eb2e353fbfa2b3138473b7a6,2.073529045466186
21,8178506142,f48984c46572682ab61dd87be11b66,3.8429526371776137
22,661150111,778912fbd84f572f5ed7a9449e49cf,2.09089902406376
23,4571133954,c1121e914e35b76c88655934f9110d,2.9159321185317184
24,7140564576,dc8a16e5eade2f0cd703a684c9bafa,3.6219001711706857
25,8421928989,28490d622dd995b6616f1730ec6f1f,2.871879660869292
26,3280070838,d4ddb5bd7972fd49dabb5af11be6d9,2.2254261633346273
27,1020837365,d9804517edc24d196aab97a3fe9426,2.7490557861881015
28,6521262214,01ba32903d5604d77a4e8096d4ac06,3.752528979331094
29,3080191670,b6b8a6b11a1f3e5f0b756c4bf50118,5.1526612254306645
30,3225343207,c87007f72217e991ae73e5cc88382c,2.8201626840019896
31,6447437802,17f6bb2c3eaf125f00613dadcba12b,3.1179355572482925
